crime_type ,district ,beat_number ,map_reference ,phxcommunity ,domestic
79 ,2 ,117 ,068 ,0 ,0
79 ,2 ,117 ,118 ,0 ,0
79 ,3 ,118 ,047 ,0 ,0
79 ,2 ,119 ,124 ,0 ,0
79 ,1 ,120 ,002 ,0 ,0
79 ,1 ,120 ,055 ,0 ,0
79 ,1 ,120 ,056 ,0 ,0
79 ,1 ,120 ,056 ,0 ,0
79 ,1 ,120 ,057 ,1 ,0
79 ,1 ,120 ,061 ,0 ,0
79 ,1 ,120 ,062 ,0 ,0
79 ,1 ,120 ,121 ,0 ,0
79 ,1 ,120 ,125 ,0 ,0
78 ,1 ,111 ,029 ,0 ,1
78 ,1 ,111 ,029 ,0 ,0
78 ,3 ,112 ,083 ,0 ,1
78 ,3 ,112 ,083 ,0 ,0
78 ,1 ,114 ,026 ,1 ,0
78 ,3 ,118 ,045 ,0 ,0
78 ,3 ,118 ,046 ,1 ,1
78 ,3 ,118 ,047 ,0 ,1
78 ,1 ,120 ,055 ,0 ,0
78 ,1 ,120 ,056 ,0 ,0
78 ,1 ,120 ,057 ,1 ,1
77 ,1 ,111 ,029 ,0 ,0
77 ,3 ,112 ,083 ,0 ,0
77 ,1 ,113 ,032 ,0 ,0
77 ,3 ,116 ,053 ,0 ,1
77 ,3 ,118 ,004 ,0 ,0
77 ,3 ,118 ,045 ,0 ,1
77 ,1 ,120 ,058 ,0 ,0
77 ,1 ,120 ,121 ,0 ,0
76 ,1 ,111 ,025 ,0 ,0
76 ,3 ,112 ,003 ,0 ,0
76 ,3 ,112 ,083 ,1 ,0
76 ,1 ,113 ,060 ,0 ,1
76 ,3 ,115 ,038 ,0 ,0
76 ,3 ,115 ,044 ,0 ,0
76 ,3 ,118 ,045 ,0 ,0
76 ,3 ,118 ,047 ,1 ,0
76 ,2 ,119 ,074 ,1 ,0
75 ,1 ,111 ,021 ,0 ,0
75 ,1 ,111 ,023 ,0 ,0
75 ,1 ,111 ,025 ,1 ,0
75 ,3 ,112 ,027 ,0 ,0
75 ,3 ,112 ,027 ,0 ,0
75 ,3 ,112 ,028 ,0 ,0
75 ,3 ,112 ,083 ,0 ,0
75 ,1 ,113 ,060 ,0 ,0
75 ,1 ,114 ,036 ,0 ,0
75 ,1 ,114 ,065 ,1 ,0
75 ,1 ,114 ,065 ,0 ,0
75 ,3 ,116 ,051 ,0 ,0
75 ,3 ,116 ,053 ,0 ,0
75 ,3 ,118 ,004 ,0 ,0
75 ,1 ,120 ,121 ,0 ,0
75 ,2 ,121 ,017 ,0 ,0
75 ,2 ,121 ,073 ,0 ,0
74 ,2 ,117 ,064 ,0 ,0
72 ,1 ,111 ,025 ,0 ,0
72 ,1 ,113 ,031 ,1 ,0
72 ,3 ,116 ,053 ,0 ,0
72 ,2 ,121 ,078 ,0 ,0
71,2 ,119 ,076 ,0 ,0
70 ,3 ,112 ,083 ,1 ,0
70 ,3 ,112 ,083 ,0 ,0
70 ,1 ,114 ,036 ,0 ,0
70 ,3 ,118 ,045 ,0 ,0
70 ,2 ,121 ,070 ,0 ,0
70 ,2 ,121 ,073 ,0 ,0
69 ,3 ,118 ,045 ,1 ,0
97 ,2 ,117 ,066 ,0 ,0
97 ,3 ,118 ,047 ,1 ,0
96,1 ,114 ,026 ,0 ,0
96,2 ,117 ,064 ,0 ,1
14 ,1 ,111 ,024 ,1 ,0
14 ,1 ,111 ,025 ,0 ,0
14 ,1 ,113 ,034 ,0 ,1
14 ,3 ,115 ,044 ,0 ,0
14 ,3 ,116 ,051 ,0 ,0
14 ,2 ,117 ,009 ,0 ,0
14 ,2 ,117 ,068 ,0 ,0
14 ,2 ,117 ,068 ,0 ,0
14 ,2 ,117 ,068 ,0 ,0
14 ,1 ,120 ,121 ,0 ,0
13 ,1 ,111 ,024 ,0 ,0
13 ,1 ,111 ,024 ,1 ,0
13 ,1 ,111 ,024 ,1 ,0
13 ,1 ,111 ,025 ,0 ,0
13 ,3 ,112 ,003 ,0 ,0
13 ,3 ,112 ,003 ,0 ,0
13 ,3 ,112 ,027 ,0 ,0
13 ,3 ,112 ,028 ,0 ,0
13 ,3 ,112 ,083 ,0 ,0
13 ,3 ,112 ,083 ,0 ,0
13 ,3 ,112 ,083 ,0 ,0
13 ,3 ,112 ,083 ,1 ,0
13 ,3 ,112 ,083 ,0 ,0
13 ,1 ,113 ,030 ,0 ,0
13 ,1 ,113 ,030 ,0 ,0
13 ,1 ,113 ,032 ,0 ,0
13 ,1 ,113 ,032 ,0 ,0
13 ,1 ,113 ,034 ,0 ,0
13 ,1 ,114 ,036 ,0 ,0
13 ,1 ,114 ,036 ,0 ,0
13 ,3 ,115 ,039 ,1 ,0
13 ,3 ,115 ,040 ,0 ,0
13 ,3 ,115 ,042 ,0 ,0
13 ,3 ,116 ,048 ,0 ,0
13 ,3 ,116 ,053 ,0 ,0
13 ,2 ,117 ,068 ,0 ,0
13 ,2 ,117 ,068 ,0 ,0
13 ,3 ,118 ,004 ,0 ,0
13 ,3 ,118 ,045 ,0 ,0
13 ,3 ,118 ,046 ,0 ,0
13 ,3 ,118 ,046 ,0 ,0
13 ,2 ,119 ,076 ,0 ,0
13 ,2 ,119 ,076 ,0 ,0
13 ,2 ,119 ,076 ,0 ,0
13 ,2 ,119 ,091 ,0 ,0
13 ,2 ,119 ,124 ,0 ,0
13 ,1 ,120 ,057 ,1 ,0
13 ,1 ,120 ,061 ,0 ,0
13 ,1 ,120 ,061 ,0 ,0
13 ,1 ,120 ,121 ,0 ,0
13 ,1 ,120 ,125 ,0 ,0
13 ,2 ,121 ,073 ,0 ,0
13 ,2 ,121 ,100 ,0 ,0
13 ,2 ,122 ,091 ,1 ,0
12 ,1 ,111 ,020 ,0 ,0
12 ,1 ,111 ,022 ,0 ,0
12 ,3 ,112 ,003 ,0 ,1
12 ,1 ,113 ,060 ,0 ,0
12 ,3 ,115 ,039 ,1 ,0
12 ,2 ,117 ,001 ,0 ,0
12 ,3 ,118 ,004 ,0 ,0
12 ,3 ,118 ,004 ,0 ,0
12 ,1 ,120 ,121 ,0 ,0
12 ,2 ,121 ,069 ,0 ,1
12 ,2 ,121 ,070 ,0 ,0
10 ,1 ,111 ,029 ,0 ,0
10 ,3 ,112 ,083 ,0 ,0
10 ,3 ,115 ,042 ,0 ,0
10 ,2 ,117 ,013 ,0 ,0
10 ,1 ,120 ,121 ,0 ,0
10 ,2 ,122 ,015 ,1 ,1
1 ,1 ,111 ,021 ,1 ,1
1 ,1 ,111 ,021 ,0 ,1
1 ,1 ,111 ,025 ,0 ,1
1 ,1 ,111 ,080 ,0 ,1
1 ,1 ,111 ,080 ,1 ,1
1 ,3 ,112 ,027 ,0 ,0
1 ,3 ,112 ,027 ,0 ,1
1 ,3 ,112 ,083 ,0 ,1
1 ,3 ,112 ,083 ,1 ,1
1 ,3 ,112 ,083 ,0 ,1
1 ,3 ,112 ,083 ,0 ,0
1 ,1 ,113 ,030 ,1 ,1
1 ,1 ,113 ,031 ,1 ,1
1 ,1 ,113 ,031 ,0 ,0
1 ,1 ,113 ,031 ,0 ,1
1 ,1 ,113 ,032 ,0 ,0
1 ,1 ,114 ,008 ,0 ,1
1 ,1 ,114 ,026 ,0 ,0
1 ,1 ,114 ,026 ,0 ,1
1 ,1 ,114 ,036 ,1 ,1
1 ,1 ,114 ,036 ,0 ,0
1 ,1 ,114 ,065 ,1 ,1
1 ,1 ,114 ,065 ,1 ,1
1 ,3 ,115 ,005 ,1 ,1
1 ,3 ,115 ,005 ,0 ,1
1 ,3 ,115 ,039 ,1 ,0
1 ,3 ,115 ,039 ,1 ,1
1 ,3 ,115 ,039 ,1 ,0
1 ,3 ,115 ,044 ,0 ,1
1 ,3 ,116 ,041 ,0 ,0
1 ,3 ,116 ,043 ,0 ,0
1 ,3 ,116 ,048 ,1 ,1
1 ,3 ,116 ,051 ,0 ,1
1 ,3 ,116 ,051 ,0 ,1
1 ,2 ,117 ,118 ,0 ,0
1 ,2 ,117 ,118 ,0 ,1
1 ,3 ,118 ,004 ,1 ,1
1 ,3 ,118 ,045 ,0 ,1
1 ,2 ,119 ,016 ,0 ,1
1 ,1 ,120 ,056 ,0 ,0
1 ,1 ,120 ,056 ,0 ,1
1 ,1 ,120 ,056 ,0 ,0
1 ,1 ,120 ,057 ,1 ,1
1 ,1 ,120 ,061 ,0 ,0
1 ,1 ,120 ,062 ,0 ,0
1 ,1 ,120 ,121 ,0 ,0
1 ,1 ,120 ,121 ,0 ,0
1 ,2 ,121 ,067 ,0 ,0
1 ,2 ,121 ,069 ,0 ,1
1 ,2 ,121 ,073 ,0 ,0
2 ,1 ,111 ,029 ,0 ,0
2 ,3 ,112 ,027 ,0 ,0
2 ,3 ,116 ,041 ,0 ,0
65,3 ,112 ,083 ,1 ,1
65,1 ,113 ,031 ,0 ,0
65,2 ,117 ,068 ,0 ,1
65,1 ,120 ,061 ,0 ,0
65,1 ,120 ,062 ,0 ,1
65,1 ,120 ,125 ,0 ,0
65,1 ,120 ,125 ,0 ,0
64,2 ,121 ,073 ,0 ,0
63 ,1 ,111 ,024 ,1 ,1
63 ,1 ,111 ,029 ,0 ,0
63 ,1 ,111 ,080 ,0 ,1
63 ,3 ,112 ,083 ,0 ,1
63 ,3 ,112 ,083 ,0 ,0
63 ,3 ,112 ,083 ,0 ,1
63 ,3 ,112 ,083 ,1 ,1
63 ,3 ,112 ,083 ,0 ,1
63 ,1 ,113 ,030 ,1 ,1
63 ,1 ,113 ,030 ,0 ,1
63 ,1 ,113 ,030 ,1 ,1
63 ,1 ,114 ,026 ,0 ,0
63 ,1 ,114 ,036 ,1 ,1
63 ,1 ,114 ,065 ,1 ,1
63 ,3 ,115 ,039 ,1 ,1
63 ,3 ,116 ,053 ,0 ,0
63 ,2 ,117 ,018 ,1 ,1
63 ,2 ,117 ,071 ,0 ,1
63 ,3 ,118 ,004 ,0 ,0
63 ,3 ,118 ,004 ,1 ,1
63 ,2 ,121 ,067 ,0 ,0
63 ,2 ,121 ,069 ,0 ,1
63 ,2 ,121 ,078 ,0 ,1
62 ,3 ,112 ,027 ,0 ,0
62 ,3 ,112 ,027 ,0 ,0
62 ,3 ,112 ,083 ,0 ,0
62 ,1 ,113 ,030 ,1 ,0
62 ,1 ,113 ,032 ,0 ,0
62 ,1 ,113 ,034 ,0 ,0
62 ,1 ,114 ,026 ,0 ,0
62 ,1 ,114 ,036 ,0 ,0
62 ,3 ,115 ,039 ,0 ,0
62 ,3 ,115 ,040 ,0 ,0
62 ,3 ,115 ,040 ,0 ,0
62 ,3 ,116 ,052 ,0 ,0
62 ,3 ,116 ,053 ,0 ,0
62 ,2 ,117 ,068 ,0 ,0
62 ,2 ,117 ,068 ,0 ,0
62 ,3 ,118 ,004 ,0 ,1
62 ,3 ,118 ,045 ,0 ,0
62 ,3 ,118 ,046 ,0 ,0
62 ,3 ,118 ,046 ,0 ,0
62 ,3 ,118 ,046 ,0 ,0
62 ,2 ,119 ,016 ,0 ,0
62 ,2 ,119 ,082 ,0 ,0
62 ,2 ,121 ,073 ,0 ,0
62 ,2 ,122 ,077 ,0 ,0
61 ,1 ,111 ,021 ,1 ,0
61 ,1 ,111 ,021 ,1 ,0
61 ,1 ,111 ,024 ,1 ,0
61 ,1 ,114 ,036 ,0 ,1
61 ,3 ,116 ,043 ,0 ,0
61 ,3 ,116 ,043 ,0 ,1
61 ,2 ,117 ,068 ,0 ,1
61 ,3 ,118 ,046 ,0 ,0
61 ,3 ,118 ,047 ,0 ,0
61 ,1 ,120 ,061 ,0 ,0
61 ,1 ,120 ,125 ,0 ,0
61 ,2 ,122 ,077 ,0 ,0
60 ,3 ,118 ,046 ,0 ,0
59 ,3 ,118 ,046 ,0 ,0
58 ,3 ,112 ,083 ,0 ,0
57,3 ,112 ,027 ,0 ,0
57,3 ,116 ,053 ,0 ,0
57,3 ,116 ,053 ,0 ,0
57,3 ,118 ,046 ,0 ,0
57,3 ,118 ,046 ,0 ,0
57,3 ,118 ,120 ,0 ,0
57,2 ,121 ,078 ,0 ,0
95 ,3 ,116 ,051 ,0 ,0
56 ,1 ,120 ,062 ,0 ,0
55 ,1 ,113 ,031 ,0 ,0
55 ,3 ,116 ,041 ,0 ,0
55 ,3 ,116 ,041 ,0 ,0
55 ,2 ,119 ,076 ,0 ,0
54 ,1 ,111 ,023 ,0 ,0
53 ,1 ,111 ,025 ,0 ,0
53 ,1 ,111 ,025 ,0 ,0
53 ,3 ,112 ,027 ,0 ,0
53 ,3 ,112 ,083 ,1 ,0
53 ,3 ,112 ,083 ,0 ,0
53 ,3 ,112 ,083 ,0 ,0
53 ,1 ,113 ,030 ,0 ,0
53 ,3 ,115 ,039 ,1 ,0
53 ,3 ,115 ,039 ,1 ,0
53 ,3 ,115 ,040 ,0 ,0
53 ,3 ,116 ,043 ,0 ,1
53 ,3 ,116 ,051 ,0 ,0
53 ,3 ,116 ,051 ,0 ,0
53 ,2 ,119 ,082 ,1 ,0
53 ,1 ,120 ,058 ,0 ,0
52,1 ,111 ,025 ,0 ,0
52,1 ,111 ,029 ,0 ,0
52,1 ,111 ,080 ,0 ,0
52,1 ,111 ,080 ,1 ,1
52,3 ,112 ,027 ,0 ,0
52,3 ,112 ,083 ,0 ,0
52,3 ,112 ,083 ,0 ,0
52,3 ,112 ,083 ,0 ,0
52,3 ,112 ,083 ,0 ,0
52,3 ,112 ,083 ,0 ,0
52,3 ,112 ,083 ,0 ,0
52,1 ,113 ,033 ,0 ,0
52,1 ,113 ,033 ,0 ,0
52,1 ,114 ,026 ,0 ,0
52,1 ,114 ,063 ,0 ,0
52,3 ,115 ,037 ,0 ,0
52,3 ,115 ,037 ,0 ,0
52,3 ,115 ,038 ,0 ,0
52,3 ,115 ,039 ,1 ,0
52,3 ,116 ,052 ,0 ,0
52,3 ,116 ,052 ,0 ,0
52,3 ,116 ,053 ,0 ,0
52,3 ,116 ,053 ,0 ,1
52,2 ,117 ,018 ,0 ,0
52,3 ,118 ,004 ,0 ,0
52,3 ,118 ,004 ,0 ,0
52,3 ,118 ,045 ,0 ,0
52,3 ,118 ,046 ,0 ,0
52,3 ,118 ,120 ,0 ,0
52,3 ,118 ,120 ,0 ,0
52,2 ,119 ,076 ,0 ,0
52,2 ,119 ,091 ,0 ,0
52,1 ,120 ,057 ,1 ,0
52,1 ,120 ,057 ,1 ,0
52,1 ,120 ,058 ,0 ,0
52,1 ,120 ,061 ,0 ,0
52,1 ,120 ,061 ,0 ,0
52,1 ,120 ,062 ,0 ,0
52,1 ,120 ,062 ,0 ,0
52,2 ,121 ,078 ,0 ,0
51,3 ,112 ,003 ,0 ,0
51,3 ,112 ,027 ,0 ,0
51,3 ,112 ,027 ,0 ,0
51,1 ,114 ,026 ,0 ,0
51,1 ,114 ,065 ,0 ,0
51,3 ,115 ,039 ,1 ,0
51,2 ,117 ,068 ,0 ,0
51,3 ,118 ,046 ,1 ,0
51,2 ,119 ,124 ,0 ,0
3 ,3 ,118 ,120 ,0 ,0
3 ,3 ,118 ,120 ,0 ,0
3 ,3 ,118 ,120 ,0 ,0
3 ,3 ,118 ,120 ,0 ,0
3 ,3 ,118 ,120 ,0 ,0
3 ,3 ,118 ,120 ,0 ,0
3 ,3 ,118 ,120 ,0 ,0
3 ,3 ,118 ,120 ,0 ,0
3 ,3 ,118 ,120 ,0 ,0
3 ,3 ,118 ,120 ,0 ,0
3 ,2 ,119 ,074 ,0 ,0
3 ,2 ,119 ,124 ,0 ,0
3 ,2 ,119 ,124 ,0 ,0
3 ,2 ,119 ,124 ,0 ,0
3 ,2 ,119 ,124 ,0 ,0
3 ,2 ,119 ,124 ,0 ,0
3 ,2 ,119 ,124 ,0 ,0
3 ,1 ,120 ,061 ,0 ,0
3 ,1 ,120 ,061 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
3 ,1 ,120 ,121 ,0 ,0
94 ,3 ,115 ,040 ,0 ,0
33,1 ,113 ,030 ,1 ,0
33,1 ,120 ,056 ,0 ,0
32,1 ,111 ,020 ,0 ,0
32,1 ,113 ,030 ,0 ,0
32,1 ,113 ,031 ,0 ,0
32,1 ,114 ,065 ,1 ,0
32,3 ,116 ,041 ,0 ,0
32,3 ,116 ,041 ,0 ,0
32,3 ,118 ,120 ,0 ,0
30,3 ,118 ,120 ,0 ,0
30,2 ,122 ,081 ,0 ,0
29 ,1 ,111 ,022 ,0 ,0
29 ,1 ,113 ,060 ,0 ,0
29 ,3 ,115 ,005 ,0 ,0
29 ,3 ,115 ,005 ,0 ,0
29 ,3 ,115 ,040 ,0 ,0
29 ,3 ,116 ,048 ,0 ,0
29 ,3 ,116 ,052 ,0 ,0
29 ,3 ,116 ,054 ,0 ,0
29 ,3 ,116 ,054 ,0 ,0
29 ,2 ,117 ,001 ,0 ,0
29 ,2 ,117 ,010 ,0 ,0
29 ,2 ,117 ,071 ,0 ,0
29 ,3 ,118 ,046 ,0 ,0
29 ,2 ,119 ,076 ,0 ,0
29 ,2 ,119 ,076 ,0 ,0
29 ,1 ,120 ,055 ,0 ,0
29 ,1 ,120 ,058 ,0 ,0
29 ,1 ,120 ,062 ,0 ,0
29 ,2 ,122 ,122 ,0 ,0
28 ,1 ,111 ,021 ,1 ,0
28 ,3 ,112 ,003 ,0 ,0
28 ,3 ,116 ,053 ,0 ,0
28 ,2 ,122 ,081 ,0 ,0
27 ,3 ,118 ,047 ,1 ,0
23 ,1 ,113 ,060 ,0 ,0
23 ,1 ,114 ,036 ,0 ,0
23 ,1 ,114 ,036 ,0 ,0
23 ,3 ,116 ,051 ,0 ,0
23 ,1 ,120 ,061 ,0 ,0
22 ,1 ,120 ,056 ,0 ,0
22 ,1 ,120 ,121 ,0 ,0
21 ,3 ,115 ,044 ,0 ,0
21 ,3 ,118 ,045 ,0 ,1
20 ,3 ,116 ,052 ,0 ,0
20 ,3 ,116 ,053 ,0 ,0
20 ,3 ,118 ,120 ,0 ,0
17 ,1 ,111 ,019 ,0 ,0
93 ,1 ,111 ,021 ,1 ,1
15 ,3 ,115 ,039 ,0 ,0
15 ,2 ,117 ,064 ,0 ,0
15 ,1 ,120 ,125 ,0 ,0
9 ,1 ,111 ,021 ,1 ,0
9 ,1 ,111 ,022 ,0 ,0
9 ,1 ,111 ,022 ,0 ,0
9 ,1 ,111 ,024 ,0 ,0
9 ,3 ,112 ,003 ,0 ,0
9 ,3 ,112 ,027 ,0 ,0
9 ,3 ,112 ,027 ,0 ,0
9 ,3 ,112 ,083 ,0 ,0
9 ,1 ,113 ,030 ,0 ,0
9 ,1 ,113 ,030 ,1 ,0
9 ,1 ,113 ,030 ,1 ,0
9 ,1 ,113 ,030 ,1 ,0
9 ,1 ,113 ,031 ,1 ,1
9 ,1 ,113 ,033 ,0 ,1
9 ,1 ,114 ,026 ,1 ,0
9 ,1 ,114 ,026 ,0 ,0
9 ,1 ,114 ,036 ,1 ,0
9 ,1 ,114 ,036 ,0 ,0
9 ,1 ,114 ,036 ,0 ,0
9 ,1 ,114 ,036 ,0 ,0
9 ,1 ,114 ,036 ,0 ,0
9 ,1 ,114 ,063 ,0 ,1
9 ,3 ,115 ,006 ,0 ,0
9 ,3 ,115 ,006 ,0 ,0
9 ,3 ,115 ,038 ,0 ,0
9 ,3 ,115 ,039 ,0 ,0
9 ,3 ,115 ,039 ,1 ,0
9 ,3 ,115 ,039 ,1 ,0
9 ,3 ,115 ,039 ,0 ,0
9 ,3 ,115 ,040 ,0 ,1
9 ,3 ,115 ,042 ,0 ,0
9 ,3 ,115 ,044 ,0 ,0
9 ,3 ,115 ,044 ,0 ,0
9 ,3 ,116 ,043 ,0 ,0
9 ,3 ,116 ,051 ,0 ,0
9 ,3 ,116 ,051 ,0 ,0
9 ,3 ,116 ,051 ,0 ,0
9 ,3 ,116 ,053 ,0 ,0
9 ,3 ,116 ,054 ,0 ,1
9 ,2 ,117 ,001 ,0 ,0
9 ,2 ,117 ,009 ,0 ,0
9 ,2 ,117 ,009 ,1 ,1
9 ,2 ,117 ,071 ,0 ,1
9 ,3 ,118 ,004 ,0 ,0
9 ,3 ,118 ,004 ,1 ,0
9 ,3 ,118 ,046 ,0 ,0
9 ,3 ,118 ,046 ,0 ,0
9 ,3 ,118 ,046 ,1 ,0
9 ,3 ,118 ,120 ,0 ,0
9 ,3 ,118 ,120 ,0 ,0
9 ,2 ,119 ,074 ,1 ,0
9 ,2 ,119 ,074 ,1 ,0
9 ,2 ,119 ,076 ,0 ,0
9 ,2 ,119 ,124 ,0 ,0
9 ,1 ,120 ,056 ,0 ,0
9 ,1 ,120 ,057 ,0 ,0
9 ,2 ,121 ,069 ,0 ,1
9 ,2 ,121 ,073 ,0 ,0
9 ,2 ,121 ,073 ,0 ,0
9 ,2 ,122 ,077 ,0 ,0
9 ,2 ,122 ,077 ,1 ,0
9 ,2 ,122 ,081 ,0 ,0
9 ,2 ,122 ,081 ,0 ,0
68,1 ,111 ,024 ,0 ,0
68,3 ,115 ,042 ,0 ,0
68,1 ,120 ,062 ,0 ,0
68,1 ,120 ,062 ,0 ,0
67 ,2 ,119 ,091 ,0 ,0
66,1 ,111 ,020 ,0 ,0
66,3 ,112 ,083 ,0 ,0
66,2 ,119 ,082 ,0 ,0
66,2 ,122 ,122 ,0 ,0
8 ,1 ,113 ,030 ,0 ,1
8 ,1 ,113 ,033 ,0 ,0
8 ,1 ,113 ,034 ,0 ,0
8 ,1 ,114 ,026 ,0 ,0
8 ,1 ,114 ,036 ,0 ,0
8 ,1 ,114 ,036 ,0 ,0
8 ,1 ,114 ,036 ,0 ,0
8 ,1 ,114 ,036 ,0 ,0
8 ,1 ,114 ,036 ,0 ,0
8 ,1 ,114 ,063 ,0 ,0
8 ,1 ,114 ,065 ,0 ,0
8 ,3 ,115 ,005 ,0 ,0
8 ,3 ,115 ,005 ,0 ,0
8 ,3 ,115 ,039 ,0 ,0
8 ,3 ,115 ,039 ,1 ,0
8 ,3 ,115 ,040 ,0 ,0
8 ,3 ,115 ,040 ,0 ,0
8 ,3 ,115 ,040 ,0 ,0
8 ,3 ,115 ,042 ,0 ,0
8 ,3 ,115 ,042 ,0 ,0
8 ,3 ,115 ,042 ,0 ,0
8 ,3 ,115 ,044 ,0 ,0
8 ,3 ,116 ,043 ,0 ,0
8 ,3 ,116 ,048 ,0 ,0
8 ,3 ,116 ,051 ,0 ,0
8 ,3 ,116 ,051 ,0 ,0
8 ,3 ,116 ,051 ,0 ,0
8 ,3 ,116 ,051 ,0 ,0
8 ,3 ,116 ,052 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,118 ,045 ,0 ,0
8 ,3 ,118 ,045 ,1 ,0
8 ,3 ,118 ,046 ,0 ,0
8 ,3 ,118 ,046 ,0 ,0
8 ,3 ,118 ,047 ,0 ,0
8 ,3 ,118 ,047 ,1 ,0
8 ,3 ,118 ,047 ,0 ,0
8 ,3 ,118 ,120 ,0 ,1
8 ,3 ,118 ,120 ,0 ,0
8 ,3 ,118 ,120 ,0 ,0
8 ,3 ,118 ,120 ,0 ,0
8 ,3 ,118 ,120 ,0 ,0
8 ,2 ,119 ,076 ,0 ,0
8 ,2 ,119 ,076 ,0 ,0
8 ,2 ,119 ,082 ,0 ,0
8 ,2 ,119 ,124 ,0 ,0
8 ,2 ,119 ,124 ,0 ,0
8 ,2 ,119 ,124 ,0 ,0
8 ,2 ,119 ,124 ,0 ,0
8 ,1 ,120 ,056 ,0 ,0
8 ,1 ,120 ,057 ,1 ,0
8 ,1 ,120 ,121 ,0 ,0
8 ,1 ,120 ,121 ,0 ,0
8 ,1 ,120 ,121 ,0 ,0
8 ,1 ,120 ,121 ,0 ,0
8 ,1 ,120 ,121 ,0 ,0
8 ,1 ,120 ,121 ,0 ,0
8 ,1 ,120 ,121 ,0 ,0
8 ,1 ,120 ,121 ,0 ,0
8 ,1 ,120 ,121 ,0 ,0
8 ,1 ,120 ,121 ,0 ,0
8 ,2 ,122 ,015 ,1 ,0
8 ,2 ,122 ,015 ,0 ,0
8 ,2 ,122 ,075 ,0 ,0
8 ,2 ,122 ,077 ,1 ,0
8 ,2 ,122 ,081 ,0 ,0
8 ,2 ,122 ,081 ,0 ,0
8 ,2 ,122 ,122 ,0 ,0
7 ,3 ,112 ,083 ,1 ,0
7 ,1 ,114 ,063 ,0 ,0
7 ,2 ,117 ,118 ,0 ,0
7 ,3 ,118 ,045 ,1 ,0
7 ,1 ,120 ,057 ,0 ,0
6 ,3 ,118 ,120 ,0 ,0
5 ,1 ,111 ,019 ,0 ,0
5 ,1 ,111 ,020 ,0 ,0
5 ,1 ,111 ,020 ,0 ,0
5 ,1 ,111 ,021 ,0 ,0
5 ,1 ,111 ,021 ,0 ,0
5 ,1 ,111 ,022 ,1 ,0
5 ,1 ,111 ,024 ,0 ,0
5 ,1 ,111 ,024 ,1 ,0
5 ,1 ,111 ,024 ,0 ,0
5 ,1 ,111 ,025 ,0 ,0
5 ,1 ,111 ,080 ,0 ,0
5 ,3 ,112 ,027 ,0 ,0
5 ,3 ,112 ,027 ,0 ,0
5 ,3 ,112 ,027 ,0 ,0
5 ,3 ,112 ,083 ,0 ,0
5 ,3 ,112 ,083 ,0 ,0
5 ,3 ,112 ,083 ,1 ,0
5 ,1 ,113 ,031 ,0 ,0
5 ,1 ,113 ,031 ,0 ,0
5 ,1 ,113 ,034 ,0 ,0
5 ,1 ,114 ,026 ,0 ,0
5 ,1 ,114 ,026 ,0 ,0
5 ,1 ,114 ,036 ,0 ,0
5 ,3 ,115 ,005 ,0 ,0
5 ,3 ,115 ,037 ,0 ,0
5 ,3 ,115 ,040 ,0 ,0
5 ,3 ,115 ,042 ,0 ,0
5 ,3 ,115 ,044 ,0 ,0
5 ,3 ,116 ,043 ,0 ,0
5 ,3 ,116 ,053 ,0 ,0
5 ,3 ,116 ,053 ,0 ,0
5 ,2 ,117 ,018 ,0 ,0
5 ,2 ,117 ,018 ,0 ,0
5 ,2 ,117 ,064 ,0 ,0
5 ,2 ,117 ,066 ,0 ,0
5 ,2 ,117 ,066 ,0 ,0
5 ,2 ,117 ,066 ,0 ,0
5 ,2 ,117 ,068 ,1 ,0
